student_id,age,gender,year_of_study,field_of_study,stress_level,anxiety_score,sleep_hours,sleep_quality,mood_rating,daily_screen_time_hrs,screen_time_before_sleep,daily_social_media_hours,platform_usage,physical_activity,social_interaction_level,study_hours_per_day,class_attendance_pct,exam_score,GPA,academic_performance
578,22,Female,2,Computer Science,6,8,7.4,1.0,5.0,5.4,2.8,5.4,Both,3.9,3.2,2.8,76.6,61.3,2.46,59.9
579,18,Female,3,Engineering,5,5,4.7,2.0,5.0,4.9,3.3,3.6,Both,6.1,7.5,3.3,79.2,51.4,2.7,65.6
580,23,Female,2,Science,6,9,6.5,1.0,5.0,3.6,1.9,4.4,Both,2.1,3.5,4.8,,79.1,2.67,70.7
581,22,Female,2,Engineering,4,4,8.6,4.0,8.0,3.8,0.6,1.5,TikTok,3.8,7.1,,79.2,75.5,3.18,78.5
582,20,Female,1,Computer Science,5,5,7.9,4.0,6.0,1.4,0.0,2.8,Instagram,6.6,6.4,4.0,89.2,84.1,3.17,87.1
583,22,Male,2,Business,4,4,8.0,3.0,8.0,4.1,1.0,2.8,TikTok,6.8,8.2,4.7,94.5,93.7,3.42,85.5
584,25,Female,1,Engineering,4,3,7.0,4.0,8.0,4.5,1.1,1.1,TikTok,3.1,4.5,3.9,76.8,86.3,3.15,80.0
585,21,Female,2,Business,5,5,6.8,3.0,7.0,4.5,1.3,3.9,TikTok,5.9,7.3,1.4,79.9,51.8,2.57,56.8
586,21,Female,4,Arts,5,7,7.0,,6.0,4.8,2.1,3.0,Instagram,4.7,6.9,3.5,83.1,82.6,2.96,72.1
587,20,Female,1,Other,4,3,8.3,3.0,7.0,2.1,1.6,3.7,TikTok,5.3,6.9,3.9,100.0,77.0,3.29,78.9
588,20,Female,1,Engineering,6,6,4.4,1.0,6.0,1.2,0.0,1.2,Instagram,4.9,8.3,2.4,57.5,61.7,,63.2
589,22,Male,1,Computer Science,4,3,5.3,3.0,7.0,1.1,0.1,1.7,Instagram,4.0,6.7,,,65.2,,63.6
590,20,Female,4,Other,6,6,7.3,2.0,6.0,3.6,1.5,4.7,Both,6.5,3.6,2.0,88.4,53.8,3.1,71.0
591,21,Male,2,Computer Science,8,10,6.1,1.0,2.0,4.2,1.6,3.0,Both,2.6,6.5,2.6,68.6,63.9,1.94,53.2
592,20,Male,2,Arts,8,9,5.6,1.0,4.0,4.1,2.9,3.9,Instagram,6.1,7.1,1.1,73.3,43.4,2.51,50.1
593,22,Female,3,Arts,5,6,4.9,2.0,5.0,4.3,1.9,3.0,Instagram,6.2,6.6,1.8,82.5,72.1,2.53,75.1
594,22,Other,4,Science,6,6,5.4,1.0,6.0,4.5,1.2,5.4,Both,5.1,5.1,2.1,78.1,,2.21,54.4
595,23,Male,2,Computer Science,6,9,5.0,2.0,3.0,2.8,1.4,2.1,Instagram,3.4,6.0,2.6,86.7,52.3,2.48,52.1
596,20,Male,3,Business,4,3,8.4,5.0,9.0,2.7,1.1,2.2,TikTok,3.8,,5.0,88.7,79.3,3.56,93.7
597,21,Female,3,Arts,9,8,6.1,2.0,3.0,5.6,1.8,4.5,Instagram,1.7,4.3,0.5,75.9,53.2,2.14,53.0
598,19,Male,3,Science,8,10,5.9,1.0,3.0,4.1,2.7,3.9,Instagram,2.3,3.6,0.6,75.4,33.3,1.43,24.4
599,20,Female,1,Arts,5,5,7.2,3.0,7.0,4.6,1.7,3.3,Both,4.7,4.7,2.5,88.7,73.5,2.68,75.1
600,22,Female,4,Computer Science,6,6,7.0,3.0,5.0,5.5,1.7,4.2,Both,1.4,5.4,0.9,73.4,67.6,2.53,57.1
601,22,Female,2,Engineering,4,6,7.5,4.0,6.0,3.8,2.6,2.8,Instagram,3.0,8.1,4.1,86.6,76.6,3.26,80.3
602,19,Male,1,Computer Science,4,5,7.7,4.0,,3.7,2.4,1.5,Instagram,5.9,9.8,1.3,88.1,61.0,2.86,69.7
603,22,Male,2,Business,4,6,5.8,1.0,7.0,2.9,0.7,2.3,Instagram,3.3,7.1,3.8,77.0,73.0,3.26,80.1
604,23,Female,1,Computer Science,7,7,6.5,2.0,5.0,5.7,3.2,3.2,Instagram,4.8,5.3,3.5,84.4,,2.56,66.0
605,22,Female,1,Science,7,6,7.6,2.0,7.0,,2.0,4.5,Both,3.9,4.9,2.8,66.9,81.0,1.87,65.7
606,24,Male,3,Science,9,7,5.8,2.0,2.0,6.4,1.7,6.2,Both,2.3,6.3,0.0,78.9,44.0,1.46,46.4
607,20,Female,1,Computer Science,5,6,6.6,3.0,4.0,6.1,3.1,2.9,TikTok,2.9,7.7,2.9,66.5,56.7,3.2,69.2
608,19,Male,2,Engineering,6,4,6.7,3.0,5.0,,2.6,3.4,Both,3.8,5.4,1.8,79.0,52.3,2.47,56.0
609,18,Female,2,Computer Science,6,6,7.0,3.0,4.0,2.1,1.1,3.3,Both,0.6,7.1,,,58.9,1.96,52.3
610,24,Male,1,Business,7,8,4.9,2.0,4.0,3.2,0.8,3.6,Both,4.7,,2.5,67.1,45.3,2.64,61.5
611,22,Other,4,Business,5,5,6.8,3.0,6.0,3.5,0.5,2.2,Instagram,3.9,7.3,4.1,85.1,62.5,3.16,69.3
612,21,Male,1,Science,4,4,6.4,3.0,6.0,6.3,,0.8,Instagram,4.8,8.4,4.7,86.5,81.1,3.18,83.2
613,21,Male,2,Business,6,7,7.2,2.0,7.0,5.2,2.7,3.3,Both,3.8,4.4,2.5,83.2,70.8,2.72,66.3
614,19,Male,2,Science,5,6,7.1,3.0,6.0,3.7,1.5,1.0,Instagram,3.5,7.2,3.5,80.4,77.6,2.54,66.9
615,25,Male,1,Engineering,4,5,8.7,5.0,8.0,3.2,1.8,3.3,Both,3.3,7.8,5.4,85.4,86.6,3.34,89.0
616,21,Female,1,Science,5,5,8.1,2.0,7.0,5.5,2.6,,Both,3.5,5.2,5.4,74.9,80.1,3.25,82.3
617,21,Other,3,Engineering,4,2,7.6,4.0,9.0,,1.0,2.7,Both,5.8,5.6,4.8,87.6,82.1,3.64,
618,22,Male,4,Other,7,8,7.6,3.0,4.0,2.6,2.1,4.0,Instagram,3.7,6.6,2.4,85.8,68.5,,
619,22,Male,1,Other,5,5,7.1,4.0,4.0,,1.7,4.1,Both,3.3,6.1,2.8,79.5,57.7,2.68,53.9
620,21,Female,3,Science,8,7,6.2,2.0,5.0,3.4,2.0,2.1,TikTok,1.5,5.5,2.2,69.7,47.2,2.47,53.9
621,20,Female,3,Arts,2,2,7.0,4.0,8.0,2.3,1.3,0.3,None,3.4,6.8,4.9,99.1,85.1,4.0,92.3
622,22,Female,4,Science,7,7,6.8,3.0,5.0,5.7,1.4,2.9,Both,5.7,4.8,1.9,,54.2,2.14,52.2
623,24,Male,2,Arts,7,6,6.3,2.0,5.0,4.6,1.2,2.6,Instagram,4.0,6.9,2.8,79.5,59.7,,64.9
624,23,Male,2,Computer Science,4,3,7.0,4.0,6.0,4.0,2.2,1.7,Instagram,2.0,8.0,3.8,86.6,75.2,2.48,69.3
625,24,Female,2,Other,2,2,,2.0,8.0,2.6,0.3,0.0,None,2.6,5.8,4.4,85.9,88.3,3.21,92.5
626,20,Male,3,Science,8,7,5.1,1.0,2.0,3.7,1.5,3.3,Both,2.0,4.8,0.8,74.8,,1.65,38.6
627,19,Female,3,Computer Science,5,5,7.4,3.0,7.0,4.4,3.1,3.1,TikTok,4.9,6.8,3.5,,60.3,3.28,74.2
628,21,Male,1,Science,5,6,6.7,3.0,7.0,4.3,2.4,3.9,TikTok,4.4,9.7,4.7,88.6,72.0,,70.7
629,21,Female,2,Other,6,7,8.7,4.0,6.0,3.4,,2.8,Both,0.0,6.7,2.8,87.3,74.2,2.2,62.8
630,23,Male,4,Engineering,6,8,4.3,,4.0,2.6,0.7,3.9,TikTok,3.7,5.9,2.4,60.8,50.9,2.67,57.4
631,18,Female,3,Business,4,4,5.3,2.0,6.0,3.1,0.1,1.5,Instagram,3.8,6.7,1.0,73.3,56.7,2.15,54.2
632,24,Female,4,Arts,5,4,6.2,3.0,6.0,1.9,0.1,2.6,Instagram,2.7,7.5,3.3,76.4,68.9,2.72,67.7
633,21,Female,3,Arts,3,4,7.4,4.0,7.0,1.2,,3.9,Both,2.4,4.6,3.8,81.3,81.1,3.16,79.6
634,20,Male,2,Engineering,5,6,6.8,3.0,8.0,4.7,0.9,2.8,Both,5.6,7.5,3.1,79.3,79.9,2.61,74.0
635,19,Female,2,Other,3,3,6.6,3.0,6.0,0.4,0.2,1.6,Instagram,4.2,5.4,4.3,92.3,86.0,2.96,80.4
636,18,Female,3,Engineering,8,8,4.7,1.0,4.0,5.6,1.1,3.6,Instagram,2.9,7.0,1.4,70.9,54.1,2.17,52.3
637,22,Female,1,Arts,7,7,5.5,2.0,3.0,4.0,0.4,3.7,Both,2.7,5.5,3.3,73.1,59.6,2.55,59.3
638,21,Female,2,Engineering,5,5,6.8,3.0,6.0,4.1,1.4,2.2,Instagram,3.1,6.5,2.1,80.0,73.9,2.51,68.6
639,19,Female,3,Science,6,6,4.5,2.0,6.0,2.5,0.5,2.0,Instagram,4.2,6.2,3.9,72.7,65.4,2.53,
640,19,Female,1,Business,8,7,5.9,2.0,3.0,5.1,3.0,3.6,Both,1.0,6.3,2.1,69.6,37.6,2.09,44.2
641,20,Male,3,Science,6,6,6.6,3.0,7.0,5.6,2.8,4.0,Instagram,2.4,5.5,2.6,87.4,81.5,2.56,70.0
642,24,Female,2,Engineering,5,7,5.6,2.0,6.0,4.8,2.1,2.1,Instagram,4.7,9.3,1.2,68.9,55.4,2.67,
643,21,Female,4,Engineering,6,5,7.7,2.0,6.0,2.7,1.2,3.2,Both,3.3,7.8,2.0,90.0,65.8,2.48,59.2
644,18,Male,1,Science,8,8,7.8,2.0,3.0,6.4,3.8,5.0,Instagram,1.5,3.7,2.6,90.9,51.9,2.43,54.0
645,21,Male,1,Computer Science,8,7,4.9,1.0,3.0,3.8,1.0,4.0,TikTok,1.6,5.8,0.8,77.8,60.7,1.9,51.4
646,21,Male,3,Computer Science,7,8,5.1,2.0,4.0,2.2,0.0,3.6,Instagram,4.7,7.3,3.2,68.7,53.2,2.62,58.4
647,18,Female,1,Engineering,9,10,3.9,1.0,1.0,6.9,2.0,4.6,Both,2.2,5.0,1.3,62.5,38.1,2.01,48.3
648,21,Female,3,Science,8,7,5.3,1.0,5.0,5.8,3.4,3.4,Both,4.1,7.7,0.4,79.6,31.4,1.78,37.7
649,21,Female,3,Engineering,6,4,7.0,4.0,5.0,2.1,1.5,3.4,Both,2.5,7.2,3.7,77.8,71.4,2.53,62.4
650,22,Female,1,Engineering,3,4,6.3,4.0,6.0,2.2,0.8,2.1,Instagram,2.1,6.0,3.1,80.4,70.8,2.72,74.3
651,24,Male,2,Arts,6,5,7.1,3.0,6.0,3.7,0.4,3.0,Instagram,3.8,7.5,2.8,80.4,52.9,2.79,63.1
652,23,Male,2,Business,6,7,4.9,1.0,5.0,3.5,,0.7,None,3.5,,3.7,68.2,63.4,2.49,64.2
653,21,Male,2,Engineering,5,5,7.3,3.0,7.0,3.9,2.5,3.2,Instagram,4.2,8.0,,82.9,62.0,3.17,73.7
654,19,Male,4,Engineering,7,8,5.1,1.0,4.0,6.4,2.4,2.1,TikTok,4.6,7.7,1.1,67.2,46.5,2.04,44.7
655,25,Male,4,Engineering,3,3,6.2,2.0,7.0,2.9,0.2,,Both,3.6,5.0,3.9,89.8,,2.76,66.6
656,21,Male,3,Computer Science,6,5,6.0,2.0,5.0,,1.0,2.7,Instagram,4.0,6.7,0.8,73.2,53.8,2.24,57.9
657,21,Female,3,Other,7,6,,1.0,4.0,0.1,0.6,3.1,Instagram,2.7,3.5,1.4,72.6,39.9,2.38,48.4
658,21,Female,2,Engineering,6,7,5.1,2.0,4.0,4.5,1.3,3.6,Instagram,4.3,5.4,3.3,,69.6,2.29,63.9
659,21,Other,4,Engineering,6,5,7.0,2.0,6.0,3.4,0.9,3.6,Both,3.7,7.5,2.8,83.0,60.3,2.35,61.4
660,21,Other,3,Computer Science,5,6,6.6,3.0,7.0,4.6,0.7,1.8,TikTok,2.5,6.2,1.7,85.9,67.7,2.34,57.6
661,20,Female,3,Computer Science,3,2,7.2,3.0,8.0,2.4,1.1,2.9,Both,2.4,5.9,3.9,88.0,79.2,2.89,71.7
662,20,Male,4,Science,6,6,6.2,2.0,5.0,3.1,1.0,2.3,Both,4.0,6.6,2.4,74.5,60.8,2.08,47.9
663,21,Female,1,Engineering,2,2,6.8,,8.0,3.4,0.6,0.3,None,5.2,7.2,3.1,86.4,86.7,2.71,77.0
664,20,Female,3,Engineering,7,7,4.2,1.0,3.0,5.4,1.5,1.6,Instagram,,8.1,6.0,88.7,67.4,2.9,76.9
665,20,Male,1,Business,7,6,6.3,2.0,3.0,4.5,1.7,3.1,Instagram,,,2.9,81.1,52.5,2.53,56.0
666,21,Male,2,Science,5,5,6.4,2.0,6.0,3.0,1.3,2.7,Instagram,2.2,6.5,2.6,78.5,68.8,2.33,62.3
667,21,Female,2,Engineering,4,2,8.5,4.0,7.0,5.7,1.8,1.4,TikTok,2.5,4.9,4.9,83.4,73.8,3.26,81.5
668,24,Male,4,Business,6,5,6.9,3.0,4.0,2.7,,3.6,Both,2.9,6.8,2.6,70.2,56.1,2.55,61.3
669,18,Female,4,Engineering,7,6,7.3,4.0,4.0,,1.4,2.6,TikTok,1.1,5.3,,84.1,48.3,,45.8
670,23,Female,3,Computer Science,5,5,7.0,2.0,7.0,5.3,2.0,3.6,Both,4.3,6.3,3.4,78.6,78.5,3.08,83.0
671,23,Male,3,Science,5,6,5.5,4.0,6.0,4.3,0.0,2.8,Both,2.9,5.7,3.3,85.4,59.9,2.66,64.3
672,18,Male,2,Engineering,3,2,6.3,2.0,6.0,4.9,2.0,1.4,TikTok,4.4,6.5,4.5,91.3,76.1,3.33,79.2
673,20,Male,4,Business,6,7,6.1,3.0,5.0,6.3,1.0,3.6,Both,3.0,4.7,4.3,86.5,60.9,2.91,66.9
674,20,Male,2,Science,5,4,5.3,1.0,5.0,3.8,1.4,2.4,Both,,6.7,3.9,83.4,67.2,3.4,79.0
675,19,Male,2,Other,6,5,5.8,1.0,4.0,,2.3,2.1,Instagram,2.4,,3.5,75.2,64.4,2.25,57.8
676,20,Female,1,Business,9,7,6.3,2.0,4.0,4.6,2.8,,Both,2.9,4.1,2.7,72.1,59.8,1.89,58.4
677,19,Male,3,Science,5,6,7.8,3.0,6.0,4.4,1.5,4.4,Both,2.3,4.9,4.5,83.2,67.5,3.48,82.6
678,24,Female,3,Arts,7,7,4.1,1.0,2.0,4.0,1.2,3.7,TikTok,3.4,6.1,2.6,69.8,49.7,2.32,54.3
679,23,Male,2,Science,4,5,7.9,3.0,7.0,,1.8,3.2,Both,5.7,6.0,1.7,78.3,76.4,,73.5
680,23,Other,1,Computer Science,5,5,5.8,2.0,7.0,4.7,1.7,2.3,Both,4.1,6.3,3.2,66.3,73.7,2.54,65.1
681,22,Male,4,Science,8,8,4.5,1.0,3.0,3.1,1.1,,Instagram,3.9,8.6,3.6,75.7,52.5,2.2,51.6
682,19,Male,1,Business,3,3,7.8,2.0,6.0,3.0,0.3,3.3,Both,1.8,4.5,2.7,85.7,,2.82,67.9
683,20,Female,3,Engineering,7,9,6.9,2.0,5.0,1.8,0.0,,Instagram,4.2,3.2,2.0,85.0,72.2,1.94,58.4
684,22,Female,4,Science,8,8,7.4,3.0,5.0,4.6,1.5,4.5,Both,4.5,5.4,2.4,75.6,48.0,2.65,58.3
685,19,Male,2,Computer Science,6,8,7.1,4.0,6.0,3.1,,2.5,Both,3.8,6.0,3.1,80.9,51.7,2.1,46.6
686,22,Female,1,Computer Science,4,5,9.0,5.0,8.0,3.5,2.6,2.5,Instagram,3.3,5.7,3.2,95.1,72.5,2.82,73.8
687,21,Male,3,Engineering,4,4,6.8,2.0,6.0,2.9,1.7,2.0,Instagram,3.2,6.7,3.5,93.9,73.3,2.76,67.9
688,20,Female,3,Engineering,7,8,5.9,1.0,4.0,4.3,3.1,2.3,Both,4.0,5.3,,74.2,54.2,3.03,67.5
689,22,Male,2,Computer Science,5,2,6.9,2.0,7.0,2.6,0.6,2.1,TikTok,,5.5,0.9,77.8,64.0,2.41,64.8
690,22,Male,4,Other,5,5,7.3,3.0,5.0,4.0,2.4,4.7,Instagram,4.0,5.2,3.2,91.7,72.3,2.91,77.2
691,20,Female,1,Engineering,6,5,5.7,3.0,6.0,3.6,1.1,2.7,TikTok,1.9,5.1,2.0,74.0,52.5,1.98,54.7
692,23,Female,2,Business,5,7,5.8,2.0,6.0,3.7,1.7,2.6,TikTok,2.4,8.6,0.9,75.6,50.5,2.42,61.8
693,19,Male,3,Science,4,4,5.7,2.0,5.0,3.6,0.6,4.6,Instagram,4.3,7.9,3.4,79.7,64.9,3.64,82.1
694,22,Female,4,Computer Science,8,8,3.7,1.0,3.0,5.3,2.4,3.9,Both,1.7,3.6,1.9,62.0,52.6,1.91,50.4
695,22,Female,1,Engineering,6,6,6.9,4.0,5.0,2.1,0.0,4.6,Both,3.6,3.6,2.7,85.2,60.2,2.45,59.2
696,20,Male,3,Engineering,9,8,4.0,1.0,3.0,5.1,1.2,5.1,Both,2.9,5.5,1.8,57.9,34.6,1.18,31.3
697,22,Female,2,Computer Science,6,6,6.5,2.0,5.0,3.3,1.8,2.8,Both,1.9,,3.1,78.4,71.8,2.69,75.0
698,19,Male,2,Engineering,5,6,7.2,4.0,6.0,4.3,0.7,1.8,Instagram,4.7,7.6,2.4,85.8,63.8,2.43,61.4
699,23,Female,1,Business,5,3,6.3,3.0,6.0,2.7,0.0,2.3,Instagram,4.7,6.6,3.6,78.2,59.6,2.62,62.8
700,21,Female,4,Business,5,5,7.7,2.0,4.0,3.9,1.8,2.2,Instagram,1.9,5.4,4.5,92.9,91.2,3.25,90.9
701,20,Other,1,Science,4,3,5.0,3.0,7.0,4.6,0.8,0.8,TikTok,4.3,8.2,1.7,86.6,65.3,2.3,60.1
702,23,Male,2,Science,7,8,7.9,4.0,5.0,4.6,1.5,,Both,3.4,6.0,3.6,77.3,67.0,2.66,64.0
703,20,Male,1,Business,6,6,7.3,1.0,7.0,2.7,1.4,4.0,Both,4.5,,2.4,81.4,61.0,2.79,69.8
704,19,Male,4,Engineering,7,6,3.9,1.0,5.0,6.4,3.5,3.2,Both,3.9,4.3,2.6,77.3,52.2,,47.2
705,18,Male,3,Business,4,4,8.9,4.0,8.0,5.4,2.5,2.3,Both,5.3,7.3,4.1,91.2,,2.96,77.5
706,22,Male,3,Computer Science,5,6,6.2,3.0,5.0,5.6,1.9,1.1,Instagram,3.6,6.0,2.9,89.8,64.9,2.77,68.0
707,19,Other,1,Computer Science,7,7,5.5,2.0,5.0,4.6,1.5,2.6,TikTok,3.1,6.7,,78.2,53.8,2.5,59.7
708,24,Male,3,Engineering,7,7,4.8,1.0,3.0,4.7,1.5,2.4,Instagram,2.1,6.3,1.8,73.6,51.0,1.84,39.8
709,18,Male,2,Engineering,6,6,5.9,3.0,6.0,2.0,0.0,2.8,Instagram,1.8,6.4,3.7,77.8,62.3,2.38,63.5
710,24,Female,4,Science,8,9,6.0,1.0,3.0,3.3,1.1,4.1,Both,2.0,6.8,3.5,92.9,63.3,2.01,55.9
711,21,Male,4,Science,7,7,6.0,3.0,6.0,3.2,1.0,3.6,TikTok,3.8,7.8,1.8,69.8,53.6,2.42,59.5
712,21,Female,1,Science,6,6,6.3,2.0,5.0,0.7,0.0,4.0,TikTok,2.9,8.2,2.2,71.1,54.0,2.92,66.1
713,20,Male,3,Arts,6,6,6.8,,6.0,4.4,0.5,1.9,Instagram,3.9,6.6,2.6,78.7,61.8,2.79,67.3
714,22,Female,1,Engineering,6,5,6.3,3.0,6.0,1.3,0.0,2.4,Instagram,1.6,5.2,3.0,86.0,68.6,2.43,62.8
715,21,Male,2,Engineering,8,9,4.3,1.0,3.0,,1.2,3.0,TikTok,2.5,4.5,3.1,52.9,35.9,2.28,46.2
716,23,Male,1,Science,5,8,6.6,4.0,6.0,4.1,2.0,3.4,TikTok,2.1,6.3,1.0,67.9,60.1,2.02,54.6
717,21,Other,2,Arts,7,7,3.8,1.0,3.0,4.2,2.0,3.9,TikTok,6.7,7.8,0.0,,31.3,,41.0
718,21,Male,2,Engineering,5,5,6.8,3.0,5.0,4.9,1.7,3.4,Both,3.1,4.4,2.8,95.4,64.6,2.35,60.0
719,20,Female,3,Arts,7,8,5.0,1.0,4.0,2.2,0.6,4.3,TikTok,3.5,7.3,2.2,73.9,32.9,2.13,47.3
720,21,Male,2,Engineering,8,9,6.6,3.0,3.0,3.6,0.6,4.6,Both,2.7,5.5,1.0,66.8,51.8,2.26,53.2
721,22,Male,3,Computer Science,3,3,7.7,5.0,9.0,3.0,0.0,3.6,Both,5.7,5.1,3.9,95.8,75.2,3.51,
722,18,Female,2,Computer Science,6,5,5.1,3.0,4.0,,0.0,1.5,TikTok,1.5,5.0,1.7,84.9,51.5,2.24,56.1
723,19,Male,1,Science,3,5,7.7,5.0,7.0,4.1,0.6,2.7,Both,3.2,5.1,3.1,83.8,76.4,3.14,84.1
724,22,Female,3,Engineering,9,10,5.8,1.0,3.0,5.4,1.4,4.0,Instagram,1.1,4.3,3.2,71.8,,1.87,39.6
725,21,Other,1,Science,5,5,8.6,4.0,5.0,6.0,,,Instagram,0.0,5.5,2.7,83.6,70.1,2.7,68.2
726,21,Female,2,Engineering,7,6,6.0,1.0,3.0,3.6,,3.3,Instagram,2.5,7.0,1.9,78.7,59.6,2.38,63.2
727,21,Other,3,Arts,6,6,5.2,2.0,5.0,3.4,0.7,1.8,Instagram,4.5,8.8,2.7,74.3,61.4,2.37,62.2
728,22,Male,2,Computer Science,7,5,7.2,3.0,6.0,4.4,1.7,4.7,Both,2.1,4.6,3.7,81.5,63.4,2.52,65.4
729,20,Male,1,Arts,3,4,6.1,3.0,7.0,5.0,1.8,0.0,None,4.2,7.5,3.4,90.8,75.4,2.84,73.0
730,20,Male,2,Computer Science,3,4,5.4,4.0,5.0,4.7,0.3,1.0,TikTok,3.7,5.9,2.7,87.8,69.0,2.65,58.2
731,21,Female,4,Science,8,8,5.4,2.0,4.0,4.6,1.6,3.4,Instagram,3.5,6.1,2.7,61.9,59.4,1.96,54.6
732,19,Other,3,Engineering,7,6,5.9,2.0,4.0,4.5,1.4,2.8,Instagram,5.3,4.9,3.3,68.3,70.6,2.55,68.2
733,22,Male,3,Arts,7,8,7.7,2.0,6.0,2.8,1.5,3.9,Instagram,2.5,4.4,4.1,74.4,65.6,2.63,69.6
734,18,Female,3,Science,8,9,3.8,1.0,3.0,6.5,1.8,2.6,Both,,7.4,1.6,71.2,47.5,1.44,38.6
735,23,Male,1,Arts,5,4,,2.0,,4.1,2.1,,Both,0.8,3.7,3.4,83.1,64.9,3.37,81.4
736,22,Female,2,Science,3,4,,4.0,7.0,0.4,0.8,1.9,TikTok,3.5,7.2,4.5,80.3,85.0,2.95,77.7
737,21,Female,3,Engineering,5,6,6.4,2.0,5.0,1.2,1.2,3.5,Both,3.1,5.2,3.1,82.7,71.1,2.62,66.4
738,23,Other,1,Other,5,5,8.3,5.0,5.0,4.4,,3.9,Instagram,1.6,3.2,4.6,89.6,78.3,3.07,74.9
739,24,Female,1,Engineering,6,5,6.8,3.0,5.0,2.5,1.4,4.3,TikTok,3.7,2.9,3.2,84.5,70.3,2.5,69.7
740,23,Male,1,Other,8,8,6.6,3.0,4.0,4.7,2.1,5.5,TikTok,2.1,,3.9,70.9,63.1,2.43,58.0
741,18,Male,2,Other,7,6,6.8,3.0,5.0,,1.9,3.4,TikTok,5.7,4.4,3.5,77.7,64.2,2.46,64.9
742,19,Male,4,Computer Science,8,9,5.8,1.0,4.0,5.9,3.0,3.7,Both,0.1,5.1,0.1,,34.2,1.78,37.1
743,20,Male,1,Arts,2,2,6.1,3.0,9.0,,0.0,0.2,None,4.0,7.4,3.3,98.7,79.0,3.04,77.1
744,21,Male,2,Business,6,7,7.0,2.0,6.0,3.9,1.2,,TikTok,3.4,4.8,1.1,83.4,51.3,2.47,51.7
745,22,Female,1,Computer Science,5,5,6.0,3.0,5.0,2.7,1.0,2.8,Both,2.8,5.4,2.0,69.0,66.6,2.82,71.5
746,20,Female,4,Science,8,9,5.1,1.0,4.0,5.5,2.1,4.4,TikTok,2.7,6.3,1.5,79.1,42.0,1.82,43.3
747,21,Female,1,Business,4,4,6.1,3.0,6.0,2.1,0.0,1.6,Instagram,3.6,6.9,4.0,86.8,77.0,3.15,79.9
748,20,Male,2,Arts,5,4,7.8,1.0,6.0,3.8,1.5,3.3,Instagram,5.1,6.0,2.7,93.7,67.3,3.27,74.6
749,20,Female,3,Science,6,5,3.0,,3.0,2.6,,2.4,TikTok,1.3,6.1,3.4,65.4,60.9,2.14,58.7
750,19,Female,3,Science,6,7,6.4,2.0,3.0,3.2,1.0,2.9,Both,2.2,5.8,2.0,75.1,58.3,2.51,60.7
751,19,Male,2,Science,6,7,6.3,2.0,4.0,5.2,0.6,3.5,Instagram,1.7,4.5,2.2,71.6,53.1,2.18,56.5
752,19,Female,2,Business,6,6,4.4,2.0,3.0,3.4,1.0,2.2,Both,2.0,7.5,0.8,86.6,57.9,2.22,58.5
753,19,Female,2,Computer Science,7,5,6.6,2.0,5.0,3.7,2.6,3.1,Both,3.7,6.5,4.1,74.2,60.0,2.52,62.3
754,23,Male,1,Engineering,3,3,7.3,4.0,,2.8,1.4,1.2,Instagram,4.1,4.5,5.4,81.9,91.8,3.64,88.2
755,19,Male,1,Other,4,3,7.1,2.0,6.0,4.1,1.9,2.6,Both,4.8,7.3,3.1,82.0,59.0,3.21,
756,25,Female,2,Arts,6,5,3.8,1.0,3.0,4.2,,2.5,TikTok,4.3,5.8,0.4,71.7,42.9,1.53,37.6
757,22,Male,1,Computer Science,3,2,8.2,4.0,9.0,5.3,1.7,2.8,Both,4.1,6.1,3.5,100.0,91.6,3.0,87.5
758,21,Other,1,Business,7,6,5.8,2.0,4.0,2.0,1.1,3.4,Both,1.2,5.6,2.4,75.2,54.6,1.97,54.4
759,20,Female,3,Computer Science,8,9,6.8,3.0,5.0,5.1,2.8,5.0,Both,5.0,5.2,1.5,85.3,52.6,2.48,58.0
760,22,Female,4,Engineering,4,4,6.8,2.0,7.0,4.2,0.6,2.5,TikTok,3.5,8.5,6.1,86.0,,3.04,84.2
761,20,Female,3,Computer Science,6,5,5.1,2.0,4.0,2.9,1.1,4.1,TikTok,4.8,4.5,4.3,76.2,67.0,2.81,66.0
762,21,Male,1,Engineering,3,2,7.4,4.0,6.0,3.0,0.0,2.9,Instagram,1.5,,1.6,78.8,68.7,2.83,70.3
763,25,Female,1,Computer Science,3,4,6.5,3.0,6.0,4.4,1.9,2.2,Instagram,3.2,6.8,2.1,95.7,73.8,2.77,77.7
764,21,Female,4,Other,7,8,3.6,1.0,2.0,3.6,1.1,2.3,Both,4.9,6.8,2.4,78.4,42.9,2.49,53.6
765,23,Male,1,Science,3,3,8.1,4.0,8.0,4.6,1.6,3.3,Both,3.3,5.9,,96.1,,2.41,69.1
766,20,Female,1,Engineering,7,6,5.7,1.0,4.0,2.0,1.5,5.0,TikTok,1.5,4.8,,79.4,56.3,2.29,57.7
767,21,Female,2,Computer Science,7,7,5.5,2.0,4.0,5.5,,4.2,Instagram,5.3,5.4,2.0,71.9,42.0,2.22,51.3
768,24,Male,3,Engineering,6,8,5.9,2.0,6.0,0.7,0.2,3.2,Instagram,2.1,4.8,2.6,78.3,71.1,1.94,57.0
769,20,Male,3,Computer Science,6,5,6.4,2.0,5.0,5.1,1.4,2.5,TikTok,3.4,7.7,3.9,85.9,75.0,2.41,66.2
770,24,Female,1,Engineering,4,4,6.8,2.0,7.0,4.4,,1.6,Instagram,4.7,6.3,,91.6,87.7,3.72,87.8
